"Name","Type of Institution","Old Name","Date Reregistered","Street Address","Area","State","Telephone","Fax","website","eMail","Postal Address","Country","Ownership Type","Comments","Date Licensed"
"Shebah Bureau De Change Limited","Bureau De Change","","","Maana Plaza, 1st Floor, 19, Araromi Street, Off Berkley Street, Lagos Island","","LAG","8027786065","","","","","NGN","Domestic","","",
"Shehu Sanda BDC","Bureau De Change","","","No. 468, Tanko Shatima, Wappa, Kano.","","KAN","8023229595","","","","","NGN","Domestic","","",
"Sheikh Dan Gwaggo BDC Ltd","Bureau De Change","","","NO. 83 DUKAWUYA QUARTERS, KANO","","KAN","","","","","","NGN","Domestic","","",
"Shekel Bureau De Change Limited","Bureau De Change","","","No. 31, Adeola Odeku Street, Victoria Island","","LAG","08037019548, 08037051627, 07037710594","","","","","NGN","Domestic","","",
"Shekinah BDC Ltd","Bureau De Change","","","Suite 24 Shalom Plaza, Plot 1088, Gomwalk Joseph street, Gudu District, Apo-abuja","","ABU","","","","","","NGN","Domestic","","",
"Shelter Bureau De Change Limited","Bureau De Change","","","No.28, Francis Street, Onitsha, Anambra State. ","","ABU","","","","","","NGN","Domestic","","",
"Sherif & Hashim BDC Ltd","Bureau De Change","","","No. 16, Bello Ibrahim Taiwo Rd. Kano","","KAN","","","","","","NGN","Domestic","","",
"Shield BDC Ltd","Bureau De Change","","","7/9A, Abibuoki Street, 1st Floor, Right Wing, Opposite Zenith Bank Plc, off Marina Road, Lagos Island","","LAG","","","","","","NGN","Domestic","","",
"Shiloh Bureau De Change Limited","Bureau De Change","","","7th Floor, Elder Dempster House, 47, Marina - Lag0s","","LAG","0802 305 1182","","","","","NGN","Domestic","","",
"Shinning Star BDC Limited","Bureau De Change","","","Suite 98,ASPAMDA,Trade Fair Complex,Badagry Express Way,Lagos.","","LAG","8033078247","","","","","NGN","Domestic","","",
"Shm Bureau De Change Limited","Bureau De Change","","","7, Amana House, Kwari Market, Kano","","KAN","8058196403","","","","","NGN","Domestic","","",
"Shola-Rose BDC","Bureau De Change","","","No. 3,Uche Ubochi Close,by total filling station,off Ojo-Alaba Road, Lagos.","","LAG","8088128737","","","","","NGN","Domestic","","",
"Showtime BDC Ltd","Bureau De Change","","","No.68E,Bello Road,Kano.","","KAN","8033482915","","","","","NGN","Domestic","","",
"Shuaibu And Sadiya BDC","Bureau De Change","","","13/17 Breadfruit Street, Lagos Island","","LAG","8092755349","","","","","NGN","Domestic","","",
"Shuaibu And Sadiya BDC Ltd","Bureau De Change","","","13/17 Breadfruit Street, Lagos Island","","LAG","8092755349","","","","","NGN","Domestic","","",
"Sign De Dance BDC Limited","Bureau De Change","","","No.77,Market Road,Owerri,Imo State","","LAG","","","","","","NGN","Domestic","","",
"Sign-Age BDC Ltd","Bureau De Change","","","NO 1 TANKO SHETTIMA RD,GIDAN MUAZZAMU,WAPA FAGGE.KANO","","KAN","","","","","","NGN","Domestic","","",
"Significant BDC Limited","Bureau De Change","","","Suite 3,Block A,Obi Village,Ikeja,Lagos.","","LAG","8055569999","","","","","NGN","Domestic","","",
"Silent BDC","Bureau De Change","","","No. 16B, Ibrahim Taiwo Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Silicon Bureau De Change","Bureau De Change","","","No. 2 Gidan Nana, Maiduguri Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Silk Bureau De Change Limited","Bureau De Change","","","Block 11, Beesam Shopping Complex, MMA Road, Concord Press Area, Ikeja","","LAG","","","","","","NGN","Domestic","","",
"Silver Exchange BDC Ltd","Bureau De Change","","","NO. 43 MARTINS STREET, 3ED FLOOR, LAGOS","","LAG","080-33148909","","","","","NGN","Domestic","","",
"Silver Grey BDC Ltd","Bureau De Change","","","Zone D,Block 2,Shope 69,ASPAMDA Trade Fair Complex,Lagos.","","LAG","7067576885","","","","","NGN","Domestic","","",
"Silver Height BDC","Bureau De Change","","","Shop 7, Block 6, Section 6, Garki International Market, Abuja","","ABU","8033034008","","","","","NGN","Domestic","","",
"Silverbond BDC Ltd","Bureau De Change","","","29 NNEBISI ROAD, ASABA","","DEL","8033234596","","","","","NGN","Domestic","","",
"Silvergate BDC Ltd","Bureau De Change","","","SUITE 13A, BLOCK B LANDMARK PLAZA, PLOT 3124 IBB WAY, MAITAMA, ABUJA.","","ABU","8120638260, 08035970722","","","","","NGN","Domestic","","",
"Simple Casera BDC Limited","Bureau De Change","","","No.23, Abibu Oki Street,Lagos Island,Lagos","","LAG","8033078247","","","","","NGN","Domestic","","",
"Sinkon BDC Ltd","Bureau De Change","","","NO 65 ADEOLA ODEKU, VICTORIA ISLAND LAGOS","","LAG","01-8531056, 08030544847","","","","","NGN","Domestic","","",
"Sira Bureau De Change Limited","Bureau De Change","","","5, Civic Centre Road, Kano","","KAN","08035878781, 08032878797, 08028431333, 064-965999","","","","","NGN","Domestic","","",
"Sirajo BDC Ltd","Bureau De Change","","","No. 3 Sultan Bello Rd. Old Market, sokoto","","SOK","","","","","","NGN","Domestic","","",
"Sisforex Bureau De Change Limited","Bureau De Change","","","No. 47, Sakponba Roaad, Benin City","","EDO","","","","","","NGN","Domestic","","",
"Six Six Six BDC Limited","Bureau De Change","","","No.21, Mohiba House Wapa Fagge,Kano","","KAN","8167304477","","","","","NGN","Domestic","","",
"Sixty Six BDC Ltd","Bureau De Change","","","5, IBB Way, Gidan Bulawas, Kano","","KAN","08033508181, 064-988682","","","","","NGN","Domestic","","",
"Sky Bureau De Change Limited","Bureau De Change","","","Ummi Plaza, No. 14 - 15, Trade Fair Complex, Off Zaria Road, Opp. House of Assembly, Kano","","KAN","0803 4067528","","","","","NGN","Domestic","","",
"Sky Port BDC Limited","Bureau De Change","","","No.55,Ibrahim Taiwo Road,Kano","","KAN","8036010331","","","","","NGN","Domestic","","",
"Skyhigh BDC Ltd ","Bureau De Change","","","KINGSWAY BUILDING, SUITE 94, 103/107, BROAD STREET, LAGOS. Old Address:NO.47 MARINA, 5TH FLOOR, ED BUILDING LAGOS","","LAG","08033069062, 08023210755","","","","","NGN","Domestic","","",
"Skyson BDC Ltd","Bureau De Change","","","NO 10 ZOO ROAD,GIDAN SANI KWANGILA. KANO","","KAN","","","","","","NGN","Domestic","","",
"Skyward BDC Ltd","Bureau De Change","","","BLOCK A2-6 SURA SHOPPING COMPLEX SIMPSON SREET, LAGOS","","LAG","08034676840, 08027782266","","","","","NGN","Domestic","","",
"Skyway BDC","Bureau De Change","","","1st Floor, Plot 2249 Addis-Ababa Crescent, Zone 4 Plaza, Wuse, Abuja.","","ABU","8167304471","","","","","NGN","Domestic","","",
"Slamad Bureau De Change Limited","Bureau De Change","","","3, Tinubu Street, 1st Floor, Lagos Island","","LAG","0803 301 3314","","","","","NGN","Domestic","","",
"Smadac BDC Ltd","Bureau De Change","","","16, Bishop Kale Street, Victoria Island, Lagos. Old Address: KINGSWAY BUILDING, 2ND FLOOR,15/52 MARINA","","LAG","080-23146777","","","","","NGN","Domestic","","",
"Smd Money Resources BDC","Bureau De Change","","","Suite 3d, 2nd floor, Tafawa Balewa Square, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Snap BDC Ltd","Bureau De Change","","","SUITE 28A BLOCK7, ASPAMDA,TRADEFIAR COMPLEX","","LAG","8023167800","","","","","NGN","Domestic","","",
"Snonteg Bureau De Change Limited","Bureau De Change","","","5A, Sokoto Road, 5TH FLOOR, Onitsha, Anambra State","","ANA","0803 370 6708","","","","","NGN","Domestic","","",
"Snow White BDC Limited","Bureau De Change","","","Zone A,Block 4, Suite 112,Trade Fair Complex,Lagos.","","LAG","7067576885","","","","","NGN","Domestic","","",
"Snowball BDC","Bureau De Change","","","Suite 108 Shopping Mall, Bolingo Hotel, Central Business District","","ABU","","","","","","NGN","Domestic","","",
"Sochieky BDC Ltd ","Bureau De Change","","","4th Floor, Commercial Building Complex, 10 BIDA ROAD, BY OKWEI JUNCTION, ONITSHA","","ANA","","","","","","NGN","Domestic","","",
"Socialtrust Bureau De Change Limited","Bureau De Change","","","10, Bida Road, Onitsha","","ANA","","","","","","NGN","Domestic","","",
"Sodec Bureau De Change Limited","Bureau De Change","","","1, Segun Ajayi Street, Off Muri Okuola Street, Victoria Island - Lagos","","LAG","7036539903","","","","","NGN","Domestic","","",
"Sojeni Bureau De Change Limited","Bureau De Change","","","2-4, Ogunu Road, Warri, Delta State","","DEL","0805 502 8934","","","","","NGN","Domestic","","",
"Solhedge Bureau De Change Limited","Bureau De Change","","","Western House, 13th Floor, 8 - 10, Broad Street, Lagos","","LAG","0802 536 4664","","","","","NGN","Domestic","","",
"Sol-Solly BDC","Bureau De Change","","","No. 19, Bida Road, Onitsha","","ANA","","","","","","NGN","Domestic","","",
"Solutions Bureau De Change","Bureau De Change","","","Suite 015, Edo House, Bishop Oluwole Street, Victoria Island, Lagos","","LAG","8033054019","","","","","NGN","Domestic","","",
"Somed Bureau De Change Ltd","Bureau De Change","","","Block 5, FAAN Complex by Beesam Police Station, Airport Road, Ikeja, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Som-Nlemzy Bureau De Change","Bureau De Change","","","No. 24, Mba Street, Surulere, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Sonatola Bureau De Change Limited","Bureau De Change","","","NRC Office Complex, MM Way, Alagomeji, Ebute Metta, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Sonix Links BDC Ltd","Bureau De Change","","","|Suite DA9, |Apo Shopping Complex, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Sonris BDC","Bureau De Change","","","No.10 Gimbiya Street,3rd Floor, Larten Plaza, Area 11, Garki, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Sophia BDC Limited","Bureau De Change","","","No.1,Ezeolisa/No.6 Sokoto Road,Onitsha","","ANA","8033078247","","","","","NGN","Domestic","","",
"Soran Bureau De Change","Bureau De Change","","","No. 2, Tanko Shetima Street, kano","","KAN","","","","","","NGN","Domestic","","",
"Southend BDC Ltd","Bureau De Change","","","20 Ede Street, off Trans Amadi, Industrial Layout","","RIV","8028765400","","","","","NGN","Domestic","","",
"Southgate Bureau De Change Ltd","Bureau De Change","","","Suite 3, Veterans Plaza, 433, Herbert Macaulay Way. Yaba","","LAG","","","","","","NGN","Domestic","","",
"Sove Grace Bureau De Change Limited","Bureau De Change","","","Block G, Suite 69, Obi Village, Near Arik Airline Head Office, M/M Airport, Ikeja","","LAG","","","","","","NGN","Domestic","","",
"Sovereign BDC Limited","Bureau De Change","","","No.25B,Thaba Tsaka Street,Wuse II,Abuja.","","ABU","8033078247","","","","","NGN","Domestic","","",
"Sozo BDC Ltd.","Bureau De Change","","","No. 13/17 Breadfruit Street, Lagos Island, Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Spectrum Bureau De Change Limited","Bureau De Change","","","Plot 46, Waziri Ibrahim Crescent Off Elesie Pearse Street, Victoria Island","","LAG","08033039888, 08052085430","","","","","NGN","Domestic","","",
"Springfield BDC Ltd","Bureau De Change","","","No.13/17 Breadfruit Street,Lagos Island,Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Square BDC Limited","Bureau De Change","","","Plot 2249, Addis Ababa Crecsent,Wuse Zone 4, Abuja","","ABU","8033078247","","","","","NGN","Domestic","","",
"St. Rita BDC","Bureau De Change","","","No. 77, Market Road, Aba.","","ABI","","","","","","NGN","Domestic","","",
"Stallion Gold BDC Limited","Bureau De Change","","","Suite28,Okangba Plaza,Wuye District,Abuja","","ABU","8033445428","","","","","NGN","Domestic","","",
"Stanbic Ibtc BDC Limited","Bureau De Change","","","IBTC Place, Walter Carrigton Crescent, Victoria Island, Lagos .","","LAG","","","","","","NGN","Domestic","","",
"Standard Forex Universal BDC","Bureau De Change","","","Suite 6, Zone D Plaza, No.1 Adeyinka Adebayo Street, Apo Legislative Qtrs, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Star And Star Shine BDC Ltd","Bureau De Change","","","Plot 19 C, Addis Ababa Crescent, Wuse Zone 4, Abuja","","ABU","080-38712873","","","","","NGN","Domestic","","",
"Star Choice Bureau De Change Limited","Bureau De Change","","","41B, Bida Road, Onitsha","","ANA","0803 370 6708","","","","","NGN","Domestic","","",
"Star Mark Bureau De Change Limited","Bureau De Change","","","Suite 31A, West Wing, Tafa Balewa Square, Onikan - Lagos","","LAG","08033356246, 01-8988198","","","","","NGN","Domestic","","",
"Starlet Bureau De Change Ltd","Bureau De Change","","","1B, Industrial Avenue Beside Tin Can Hotel, Apapa, Oshodi Expressway, Trinity Bus Stop","","LAG","0802 319 8766; 0803 700 0000","","","","","NGN","Domestic","","",
"Starlight Bureau De Change","Bureau De Change","","","4, Webber Street, Calabar","","CRO","","","","","","NGN","Domestic","","",
"Starpoint Bureau De Change Limited","Bureau De Change","","","274, Nnebisi Road, Asaba, Delta State","","DEL","","","","","","NGN","Domestic","","",
"Steadfast BDC Ltd","Bureau De Change","","","Zone A, Block 4, Shop 124, ASPAMDA Complex, Int'l Tradefair Complex, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Steed BDC Ltd","Bureau De Change","","","Suite 104,Edo House Complex,Plot 1225,Bishop Oluwole Street,Victoria Island,Lagos","","LAG","","","","","","NGN","Domestic","","",
"Step BDC Ltd","Bureau De Change","","","Suite A14,Airport Hotel Shopping Plaza 111,Obafemi Awolowo Way,Ikeja Lagos","","LAG","8033374853","","","","","NGN","Domestic","","",
"Stephenson Bureau De Change Ltd","Bureau De Change","","","First Floor, Efab Mall, Area 11, Abuja","","ABU","8035884378","","","","","NGN","Domestic","","",
"Sterling Forex BDC Ltd","Bureau De Change","","","Suite 41, Dansville Plaza, Apo, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Stillwaters BDC Limited","Bureau De Change","","","No.101,Broad Street, Lagos Island,Lagos","","LAG","8024919195","","","","","NGN","Domestic","","",
"Stim Bureau De Change Limited","Bureau De Change","","","Shop 20, Maitagaran Complex, Plot 42, Zoo Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Stone-Cut BDC Limited","Bureau De Change","","","2nd Floor,Zone 4 Plaza, Plot 2249,Addis Ababa Crescent,Wuse Zone4,Abuja","","ABU","8033078247","","","","","NGN","Domestic","","",
"Strench View Bureau De Change","Bureau De Change","","","Shop 36, Legico Plaza, NAF Base, V/I, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Stretch- Out BDC Ltd","Bureau De Change","","","NO. 23/29 ABIBU OKI, LAGOS","","LAG","080-29497688","","","","","NGN","Domestic","","",
"Stride High BDC Ltd","Bureau De Change","","","No. 32, Effab Mall, Area 11, Garki, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Strive BDC","Bureau De Change","","","Suite 215A DBM Plaza, Nouackhott Street, Wuse Zone1, Abuja.","","ABU","8039415711","","","","","NGN","Domestic","","",
"Strive Wata BDC","Bureau De Change","","","Suite 215A DBM Plaza, Nouackhott Street, Wuse Zone1, Abuja.","","ABU","8039415711","","","","","NGN","Domestic","","",
"Str-Lariba BDC Ltd","Bureau De Change","","","Suite 10, Supreme Plaza, Ladoke Akintola Boulevard, Garki 11, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Subais Salam Bureau De Change Limited","Bureau De Change","","","307, Adeola Odeku Street, Suite 208, (2nd Floor), Victoria Island","","LAG","012613188, 01-8972143, 01-8513649","","","","","NGN","Domestic","","",
"Suddy Bureau De Change Limited","Bureau De Change","","","Zone A, Block B, Suite 21 ASPAMDA, Trade Fair Complex, Lagos. Old Address: 27, Ibadan Street, Ebute Metta East, Lagos","","LAG","08136622686, 0803 322 2867","","","","","NGN","Domestic","","",
"Sugarland BDC Ltd","Bureau De Change","","","Block A3, Suite 28, Sura Shopping Complex, Simpson Street.","","LAG","7098502118","","","","","NGN","Domestic","","",
"Suha Bureau De Change","Bureau De Change","","","No.88, Imam Augusto Close, Victoria Island","","LAG","","","","","","NGN","Domestic","","",
"Suldy BDC Limited","Bureau De Change","","","No.14/15 Ummi Plaza,Trade Fair Complex,Off Zoo Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Sulfat BDC Ltd","Bureau De Change","","","Block C, Flat 1, Sky Memorial Complex, Wuse Zone 5, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Sullubawa BDC Ltd","Bureau De Change","","","No. 333 Kofar Matta Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Sulto Bureau De Change Limited","Bureau De Change","","","47, Sakponba Road, Benin City, Edo","","EDO","","","","","","NGN","Domestic","","",
"Summer Stone BDC","Bureau De Change","","","Zone A, Block 4, Shop 51, ASPAMDA Complex, Int'l Trade fair, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Summerville BDC Ltd","Bureau De Change","","","No.17, Waziri Ibrahim Crescent,Off Elsie Femi Pearse Street,Lagos.","","LAG","8035198615","","","","","NGN","Domestic","","",
"Sunlight Bureau De Change Limited","Bureau De Change","","","SUITE 11, ZONE 4 PLAZA, PLOT 2249, ADDIS ABABA CRESCENT, ZONE 4, ABUJA","","ABU","8032212529","","","","","NGN","Domestic","","",
"Sunmart BDC","Bureau De Change","","","No. 11 Abibu Oke Street, Lagos Island, Lagos","","LAG","8033051645","","","","","NGN","Domestic","","",
"Sunnex Bureau De Change Limited","Bureau De Change","","","Central Zone A, Block 1, Aspamda, Badagry Expressway, Lagos","","LAG","8033047570","","","","","NGN","Domestic","","",
"Sunnyside Bureau De Change","Bureau De Change","","","No. 16A, Tunji Oluwatayo Close, Ogudu GRA, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Sunstone BDC Ltd","Bureau De Change","","","NO. 73 ADEBOLA STREET OFF ADENIRAN OGUNSANYA STR. SURULERE","","LAG","","","","","","NGN","Domestic","","",
"Support BDC Ltd","Bureau De Change","","","SUPORT HOUSE, 24 YAKOYO ROAD,IKEJA","","LAG","01-7384117, 01-7384118","","","","","NGN","Domestic","","",
"Supreme Ultimate BDC Ltd","Bureau De Change","","","No. 66 E, Bello Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Sure Measure BDC Limited","Bureau De Change","","","6th Floor,No.96/102,Broad Street,Mandilas House, Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Surrency BDC","Bureau De Change","","","House 1, Road 54, Off 36 Road, Gwarinpa, Abuja","","ABU","8169818001  08064821007","","","","","NGN","Domestic","","",
"Suru BDC Ltd","Bureau De Change","","","NO. 135 OLD ABEOKUTA MOTOR ROAD,BANK BUS-STOP,AGEGE LAGOS","","LAG","08035021069, 08077112200","","","","","NGN","Domestic","","",
